,tweet_id,user,text,retweets,favorites,created_at,location,hashtags
29,1258543400468414465,GHellbitches,Just came across this one sharing COVID and seems extraordinarily like they are a Russian Bot. Recommend blocking: pic.twitter.com/5KmxKl8USY,0,1,2020-05-07 23:45:03+00:00,,
30,1258543386354569217,TheDemocrats,The Trump administration’s cronyism needs to end.,112,377,2020-05-07 23:45:00+00:00,,
31,1258542541982449664,j_b0x_,"Every death is deemed Covid-19. Bye bye Cali. By September, there will be no businesses left",1,14,2020-05-07 23:41:39+00:00,,
32,1258541678811426816,yayitsrob,"I am a little worried about what’s happening in the DC area. Since Monday, about one in five Covid tests has come back positive in DC, Maryland, and Virginia. But in the U.S. as a whole during the same period, fewer than one in 10 tests has come back positive.",54,153,2020-05-07 23:38:13+00:00,,
33,1258540616771928069,GOPLeader,"This #NationalDayOfPrayer, we pray for the victims of the COVID-19 crisis. We pray for our health care professionals. We pray for our scientists working on a vaccine. We pray for our farmers, truckers, and store clerks who provide our food. We lift you up. ",269,1020,2020-05-07 23:34:00+00:00,,#NationalDayOfPrayer
34,1258539590928875521,IKGProductions,I have The Wonderful 101: Remastered early thanks to Platinum Games distributing exclusive steam keys for free to those who backed the project and have their rewards delayed due to COVID. WOO HOO! ,4,36,2020-05-07 23:29:55+00:00,,
35,1258539583135866880,AviKaur26855438,what sub standard journos we are stuck with .@AnchorAnandN .@navikakumar .@RShivshankar .@PadmajaJoshi .@Arnab5222 all are so in pay of Sonia &amp; Pappu u'll are vacantly asking why nos of #Covid_19 #ChineseVirus patient nos rising but will not blame this https://m.facebook.com/story.php?story_fbid=2889952291054581&amp;id=100001195140929,0,0,2020-05-07 23:29:53+00:00,,#Covid_19 #ChineseVirus
36,1258539323969814529,drpaulclarke,"What are parents’ views on the restricted NICU visitation policies due to #COVID19, those with infants recently in NICU? We invite colleagues interested to collaborate to pls contact @hmuniraman (for US) or me (for UK). Survey link for parents https://www.surveymonkey.com/r/NICUvisitationduringCOVIDsurvey @NICUNNUH1",10,5,2020-05-07 23:28:52+00:00,,#COVID19
37,1258539191429820419,mirandadevine,Israeli scientists find antibody that neutralizes coronavirus - The Jerusalem Post,63,166,2020-05-07 23:28:20+00:00,,
38,1258538681696043010,sandalsfdn,"More than 700 packages were delivered in St. James, Jamaica to help bring a sense of hope to families. As a partner with the PSOJ Covid-19 Jamaica Response Fund, a collective effort will strengthen the reach and impact in the lives of those who need support. #inspirehope",4,12,2020-05-07 23:26:18+00:00,,#inspirehope
39,1258538651639668736,KSSIYER29,PMCB Share & A/C holders Forum (@PMCBsh_acHforum) Stimulus packages being announced @RBI in the wake of COVID lockdown. please have sympathy on #pmcbankdepositors who are facing lockdown since 7.5 mts. due to #pmcbankscam When will our own monies be released by you??,14,6,2020-05-07 23:26:11+00:00,,#pmcbankdepositors #pmcbankscam
40,1258545781058895872,lzoatkinson,road trip covid-19 photo shoot. ,0,26,2020-05-07 23:54:31+00:00,,
41,1258545577492484096,jkvj_,I wish covid 19 would’ve affected our student loans..,24,65,2020-05-07 23:53:42+00:00,,
42,1258545076558376960,tossmediapk,"There will be a shift to touchless travel and a new health safety regime, supported by digital tools such as the Known Traveller Digital Identity initiative @Official_PIA @Airbus @Boeing @emirates @qatarairways #coronavirus #COVIDー19",0,0,2020-05-07 23:51:43+00:00,,#coronavirus #COVID
43,1258544438550257664,Mohamed33772032,Muslim mother from Colombo ( Modera) was wrongfully cremated even though she didn't die from COVID. #MuslimSrilankan,2,5,2020-05-07 23:49:11+00:00,,#MuslimSrilankan
44,1258542835143331840,mazeemkhan74,"We are indeed facing a war, This war is not only between mankind&the virus, but also between truth&lies. Pompeo is using one lie to cover up another, any judgment on the origin of the COVID-19 virus must be based on scientific proof. https://news.cgtn.com/news/2020-05-07/Beijing-World-is-facing-a-war-between-truth-and-lies-over-COVID-19-QiI2DUELCM/index.html via @cgtnofficial",5,18,2020-05-07 23:42:49+00:00,,
45,1258542258183233536,Sarah_Alice_X,Coronavirus transmissible sexually in people otherwise cleared of Covid-19? Yikes. ,43,51,2020-05-07 23:40:31+00:00,,
46,1258541999575019520,TheTyee,What would less dependence on our unreliable ally look like? Philippe Lagassé and Srdjan Vucetic write.,26,74,2020-05-07 23:39:29+00:00,,
47,1258541931241455616,BryceMarshall69,America is being taken for a ride again. The Covid-19 pandemic is being exploited as a sledgehammer to destroy the #Trump2020 campaign. The destruction of the US economy and the martyrdom of its people is apparently a small price to pay.,1,3,2020-05-07 23:39:13+00:00,,#Trump2020
48,1258541153500016640,Timmacdawg,"Not my photo, but had to share! #Covid_19",1,0,2020-05-07 23:36:08+00:00,,#Covid_19
49,1258540912268865539,Waken_A7x,PLS SPREAD! MAKE THIS GO VIRAL! My brother has been locked up for months in Harris County jail even before COVID-19 began. He has been exposed to the virus and said he feels he might have it! My brother has prior medical history of high blood pressure and an enlarged heart!!!,56,47,2020-05-07 23:35:10+00:00,,
50,1258540394108739584,AbbateAntonio,"Interleukin-1 blockade with high-dose anakinra in patients with COVID-19, acute respiratory distress syndrome, and hyperinflammation: a retrospective cohort study ",10,18,2020-05-07 23:33:07+00:00,,
51,1258539609908228096,commondreams,Covid-19 Is a Reason To Start the #GreenNewDeal NOW,12,27,2020-05-07 23:30:00+00:00,,#GreenNewDeal
52,1258538569947164674,VelascoJohnny,Not bad after surviving COVID-19 ,0,3,2020-05-07 23:25:52+00:00,,
53,1258538554285715457,Panoram33685332,Such a sad outcome. ⁦@ScottMorrisonMP⁩ it’s time to implement granulated policy that protects the demographic at risk of #Covid_19 but #endthelockdown so you mitigate the unintended consequences of Government accelerated recession.,0,2,2020-05-07 23:25:48+00:00,,#Covid_19 #endthelockdown
54,1258538528725536769,MemeMrMustard,"Georgia,South Carolina Covid-19 Human trials continue… Day 15: SC deaths increase 125.7% Day 15: Georgia deaths increase 53.6% pic.twitter.com/s85pui5DAX",0,0,2020-05-07 23:25:42+00:00,,
55,1258538501408092160,AOMConnect,"Due to COVID-19, the 2020 physical meeting of #AOM2020 has been cancelled. A virtual AOM 2020 is in development. Vancouver received record submissions &amp; we are committed to honoring our members' work. Read AOM President Jacqueline Coyle-Shapiro’s update: https://aom.link/aom2020",86,162,2020-05-07 23:25:35+00:00,,#AOM2020
56,1258538426896314368,lindanjohnson1,You mean the guy whose valet is infected with Covid-19? The guy who wore NO MASK as he toured the Safety Mask Factory in Arizona? The guy who now ordered daily testing for everyone in the WH? That Guy! ,5,16,2020-05-07 23:25:18+00:00,,
57,1258538420227289089,revolttv,"Rihanna, Big Sean, Jack Dorsey and more team up to help the people of Flint and Detroit.",67,205,2020-05-07 23:25:16+00:00,,
58,1258538291390906368,WISparkville,COVID-19 has transformed the way in which we currently work and live. These changes affect everyone but some will experience more inequities than others. This position paper was developed to encourage our industry to be as inclusive as possible in their responses to COVID-19. ,8,15,2020-05-07 23:24:45+00:00,,
59,1258538251901517826,KTLA,"Virus that causes COVID-19 can be detected in semen, small study finds ",63,178,2020-05-07 23:24:36+00:00,,
60,1258545570450296832,richardursomd,Low D levels lead to 8 times more death. Vitamin D Supplementation Could Possibly Improve Clinical Outcomes of Patients Infected with Coronavirus-2019 (COVID-19) by Mark Alipio :: SSRN https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3571484,22,51,2020-05-07 23:53:41+00:00,,
61,1258545506382254080,TwitManoj9,The latest MA in Real Estate! http://gta-news.manojatri.ca/?edition_id=3e375480-9048-11ea-8c96-0cc47a0d1605 Thanks to @affordableJP @MCR_Charity @IpsitaTOI #realestate #coronavirus,0,0,2020-05-07 23:53:26+00:00,,#realestate #coronavirus
62,1258544249634611200,ShannonShorr,Raiders hosting two games over 5 day span in mid-December. WPT 5 diamond fields may still set record numbers despite COVID-19.,0,15,2020-05-07 23:48:26+00:00,,
63,1258543997913427971,2k2xHumanist,Indian police handling Covid situation in Muslim areas ,0,0,2020-05-07 23:47:26+00:00,,
64,1258543749744824321,7im,"A former co-worker's mom, a nurse of 64, died today of COVID she got on the job. People are literally laying down their lives to save others. We owe them more than a debt of gratitude. We owe them a strategy that isn't surrender to this pandemic.",147,422,2020-05-07 23:46:27+00:00,,
65,1258543453652176896,itsFlickaboo,The Act becomes sicker and thicker... Italy's turn to question the MSM fear mongering narrative! The numbers... They don't add up! https://youtu.be/bUCWcft6kao #Qanon #WWG1WGA #DarkToLight,7,13,2020-05-07 23:45:16+00:00,,#Qanon #WWG1WGA #DarkToLight
66,1258542484776345602,SokoAnalyst,COVID-19 started as a Virus in Wuhan. Landed in Italy as a pandemic. Migrated to the USA as a crisis. Travelled to Kenya as a business opportunity. The only positive thing about this Virus is that it has given us a chance to clean the political landscape afresh.,15,51,2020-05-07 23:41:25+00:00,,
67,1258542365972631552,MomsDemand,"Our sincerest thanks to Sen. @amyklobuchar for joining our #DemandingWomen conversation tonight on how women are leading on the front lines of both gun violence prevention and COVID-19. If you weren’t able to tune in, watch it here ",54,177,2020-05-07 23:40:57+00:00,,#DemandingWomen
68,1258542331709407233,manueloliver00,"When it comes to both #COVID19 and Gun Violence , our actions affect people lives . Wash your hands and vanish Gun Culture! #antiviralweapon #enoughisenough. Support our fight against gun violence",14,42,2020-05-07 23:40:49+00:00,,#COVID19 #antiviralweapon #enoughisenough
69,1258542115081994241,AlanRoden,Can't understand the reason why we don't have Scottish data yet.,29,34,2020-05-07 23:39:57+00:00,,
70,1258542023599984641,NowTheEndBegins,Democrats Introduce House Bill H.R.6666 To Award Grants To Eligible Entities To Conduct COVID-19 Testing And Contact Tracing Surveillance @HouseDemocrats #COVID19 #NowTheEndBegins,13,16,2020-05-07 23:39:35+00:00,,#COVID19 #NowTheEndBegins
71,1258541530089811969,Kris10_Novak,"I’m sorry to tell you but the pandemic is far from fake. As an RN in a MA hospital I have had many, many patients die from Covid-19 and many other’s vented for weeks on end.",1,48,2020-05-07 23:37:38+00:00,,
72,1258540639907540993,THR,"Sundance attendees get sick every year, but this year they got sicker than usual. Now some people think those were early U.S. COVID-19 cases ",25,67,2020-05-07 23:34:05+00:00,,
73,1258540222054203392,KrisAtwood,"COVID will be zero, go away like a miracle, democratic hoax, everyone will have tests. Rob deflecting from abject failure. #Resign",3,13,2020-05-07 23:32:26+00:00,,#Resign
74,1258540117062414344,BoldfacesTV,"LOL, Gov Wike Blast corrupt Police officer #rivers Covid-19 Enforcement . ",167,378,2020-05-07 23:32:01+00:00,,#rivers
75,1258539644137795584,SonofDiogenes99,"Once again, male friendship is so weird. (I had COVID, and “Kiki Vandeweghe” is a basketball player) ",0,6,2020-05-07 23:30:08+00:00,,
76,1258539610243727360,weathernetwork,"Emergency Preparedness Week takes place May 3-9, And during the time of #COVID-19 restrictions, it's even more critical to be prepared.",10,24,2020-05-07 23:30:00+00:00,,#COVID
77,1258538443937701888,Richard06327523,People are surprised Trump hasn't got covid yet. I know I wouldn't shake his hand. GawD knows where it's been. ,1,8,2020-05-07 23:25:22+00:00,,
78,1258538336454500353,ClaraJeffery,Can you imagine joining the Navy and you get assigned to serve Trump meals and clean up his dishes and then you get COVID for your troubles? https://www.nbcnews.com/politics/white-house/military-official-working-white-house-tests-positive-coronavirus-n1202061?cid=sm_npd_ms_fb_ma,37,120,2020-05-07 23:24:56+00:00,,
79,1258538248139272192,chicagosmayor,We will not stand idle as COVID-19 continues to disproportionately impact Chicago’s Black and Brown communities. ,69,319,2020-05-07 23:24:35+00:00,,
80,1258543907488448517,Jmbsr85,And every other comorbid death they can assign to covid. It's a joke.,0,2,2020-05-07 23:47:04+00:00,,
81,1258543888135892993,thelilynews,"“I’ve been getting emails from hundreds, maybe thousands of people telling me, ‘I’m sure I had it,’” said one Stanford professor.",1,2,2020-05-07 23:47:00+00:00,,
82,1258543574188081153,syedIsmailahm,"COVID.19 SPL POETRY MY FIRST LINE HEROES DOCTORS N SECOND LINES POLICE officers ,Our heroes telling us. Be safe and stay home. @TelanganaCOPs @CPHydCity @HYDTP @TelanganaHealth @WHO @HYDTP @KTRTRS N SPL THANKS TO ALL ",0,0,2020-05-07 23:45:45+00:00,,
83,1258543136239804417,oceanjesse,Trump is the one who allowed China to release this deadly virus. I’m sure he has taken the vaccine they produced. Why else would he and pence cozy up to people in the Mayo clinics and covid 19 positive Chauffeurs??,0,2,2020-05-07 23:44:00+00:00,,
84,1258542647297228801,nuicemedia,"Anies told the Australian media that the excess deaths of around 1500 people each month in March and April, compared to historical numbers, suggests that Jakarta may actually have 15,000 - 30,000 Covid-19 infections, far higher than the official figures from BNPB. ",58,60,2020-05-07 23:42:04+00:00,,
85,1258540258020298752,9mmballpoint,"I call this one ""Rugged Individualism."" #Covid_19 #ReOpeningAmerica #COVIDIOTS http://9mmballpoint.blogspot.com/2020/05/rugged-individualism.html",48,149,2020-05-07 23:32:34+00:00,,#Covid_19 #ReOpeningAmerica #COVIDIOTS
86,1258539513258717184,fococreative970,Who’s doing something really cool with their artistic talents right now to help people through COVID? #focomusic #focoarts #fortcollins,2,3,2020-05-07 23:29:37+00:00,,#focomusic #focoarts #fortcollins
87,1258538487189364736,YPA_Global,Covid-19 and #OnlineClasses,0,5,2020-05-07 23:25:32+00:00,,#OnlineClasses
88,1258538122419138561,Shook_dubu,Mineta is immune to covid-19 I guess ,1,6,2020-05-07 23:24:05+00:00,,
89,1258537673020436482,richardursomd,HCQ works. Early Hydroxychloroquine Is Associated with an Increase of Survival in COVID-19 Patients: An Observational Study[v1] | Preprints ,17,25,2020-05-07 23:22:18+00:00,,
90,1258537383814819846,LiuzhuLiu,"COVID-19 causes record largest decline in global CO2 emissions, with 7.3% decline in 2020 so far comparing with last year. Data from https://arxiv.org/abs/2004.13614",45,82,2020-05-07 23:21:09+00:00,,
91,1258537214151024641,ABC7,"#BREAKING First community spread of COVID-19 in California occurred in a nail salon, Newsom says ",377,643,2020-05-07 23:20:29+00:00,,#BREAKING
92,1258537097968775170,MyStyleMatters2,"Join @MyStyleMatters2 tomorrow 5/8 at 12:30pm EST with @OtisBrawley Let's talk about Cancer, Covid and Disparities @itsnot_pink @christeeny513 @JersiBaker @TerlisaFights @sfuldnasso @swaggsheila1 @raalbany @Maimah @RickiDOVE @BraveBosom @MightyCasey @stales",8,10,2020-05-07 23:20:01+00:00,,
93,1258537090020569089,chimgeorge,Lies upon lies. Publish their names or street adress just d way it was done during ebola.. There is no covid 19 in nigeria period.,0,10,2020-05-07 23:19:59+00:00,,
94,1258537041807044610,MaddySkye,"San Antonio & Bexar County's COVID-19 5/7 update is happening now: - 1,805 cases, up 44 since yesterday - 1 new death reported, the total community death count is 54 - 867 patients recovered - 884 still fighting - 63 patients are hospitalized, 37 are in ICU, 21 on ventilators",16,30,2020-05-07 23:19:47+00:00,,
95,1258536880070512640,GovNedLamont,"Suspending these regulations will help our state significantly increasing the number of people who are being tested for COVID-19, particularly for those in underserved communities or who may not have a primary care physician. ",33,96,2020-05-07 23:19:09+00:00,,
96,1258536819999690753,cjwerleman,"In a recent column for @BylineTimes, I wrote about how India is using COVID-19 to advance its Hindu settler colonial enterprise in Kashmir. ",370,748,2020-05-07 23:18:55+00:00,,
97,1258536724608606208,irena_vanat,"Thank you for your work. But who knows if lockdown working or too late? My neighbour had Covid in Dec. I had it in early Feb. Now I'm immune but have to suffer lockdown. Fortunately I live in a quiet, low-density seaside town.",0,8,2020-05-07 23:18:32+00:00,,
98,1258536532287209472,Beizzatii,Ffs #Covid_19 is now STD??????,0,3,2020-05-07 23:17:46+00:00,,#Covid_19
99,1258541419762835456,ABQScanner,"DHSgov: RT TSA_Pekoske: TSA has implemented an additional safety measure to ensure air travel remains a safe experience for #TSA officers and passengers. Together, we can get back to normal. #InThisTogether",0,0,2020-05-07 23:37:11+00:00,,#TSA #InThisTogether
100,1258540639609708545,hawkeylassie,My dear friend's 93yo mother was diagnosed with leukemia. Treatment is not in the foreseeable future. The hospital admitted her to the Covid unit. Dear God this is so disgusting. I want to vomit,0,25,2020-05-07 23:34:05+00:00,,
101,1258540058233040897,Mr_Mubashir_ali,Indeed there is no.god except Allah pak #Ramadan #Covid_19,0,0,2020-05-07 23:31:47+00:00,,#Ramadan #Ramadan #Covid_19
102,1258539933423112192,LuckyMe1950,"My daughter is COVID ICU nurse and they can't get masks. This is pretty sick, Mister.",5,55,2020-05-07 23:31:17+00:00,,
103,1258538825342529538,MattEgelkraut,"Anyone have a saved copy? They’re censoring information & preventing free speech. Whackos can discuss shapeshifting lizard people on YouTube, but Doctors can’t discuss Covid19? #censorship #ConstitutionalRights #Covid_19 #COVID19 #FireFauci #GatesForPrison2020 #PlannedDemic",3,6,2020-05-07 23:26:53+00:00,,#censorship #ConstitutionalRights #Covid_19 #COVID19 #FireFauci #GatesForPrison2020 #PlannedDemic
104,1258538489223589888,DearDean22,"This may not be new to most folk, but I found a way to handle conspiracy people. Just ask ""why"" over & over until they stop. Them: Bill Gates started covid-19 Me: Why? Them: He owns vaccine Me: Why? Them: To make money! Me: Why? Them: .....",0,31,2020-05-07 23:25:33+00:00,,
105,1258536649652232193,RMConservative,They let out criminals and lock up patriots; deport Americans and release criminal aliens; lock down the healthy and not only ignore nursing homes but force them to take in COVID patients! One could not possibly conjure up a more immoral and illogical confluence of actions.,524,1032,2020-05-07 23:18:14+00:00,,
106,1258536571583660034,peporonyncheaze,If you look at what you are referring to China claimed for 6 days it wasn't transmissible from human to human. So you're saying Trump is so dumb that this six day lie caused him to formulate his covid response even when the rest of the world acknowledged it could be a pandemic?,2,3,2020-05-07 23:17:55+00:00,,
107,1258536246487343110,DM19743,The news is fake The war is real.... #QArmy #WWG1GWA,0,0,2020-05-07 23:16:38+00:00,,#QArmy #WWG1GWA
108,1258536146423836672,estefitosa,And in the home at COVID times... ,0,1,2020-05-07 23:16:14+00:00,,
109,1258536142510551041,balkissoon,"Never forget how often Loblaw owners and shareholders have resisted minimum/living wage movements. Yes, workers got a covid wage hike, Weston said from the beginning it was happening ""temporarily."" ",113,225,2020-05-07 23:16:13+00:00,,
110,1258536130347069440,PsychTimes,"During this time, many individuals with Alzheimer disease are homebound with their caregivers. Here's how clinicians can help caregivers deal with common dilemmas under stay-at-home orders. https://www.psychiatrictimes.com/article/alzheimer-disease-and-covid-19 #COVID19",4,6,2020-05-07 23:16:10+00:00,,#COVID19
111,1258536051523514369,Ahmed36796126,"The greatest solidarity is helping Iraqi refugees in the host countries. They have waited for 4to8 yrs with no solution. There was no COVID 19 before 4yrs nor8yrs,to leave them wait reaching a safe life all this time. No one knows the reason of delaying our files all these years.",18,15,2020-05-07 23:15:51+00:00,,
112,1258535972121133056,AMortheous,Well he did say nursing homes HAD to take covid patients! If people in nursing homes in NY died because of Covid it's on Cuomo's hands!,4,13,2020-05-07 23:15:32+00:00,,
113,1258535940781273091,keewe,"""Willie Jackson demands Kiwis 'congratulate this Government' over COVID-19 lockdown success"" ",3,18,2020-05-07 23:15:25+00:00,,
114,1258535897684832256,iAGB4REAL,"US record 2,076 deaths to #Covid_19 within 24hrs. These are human beings not animals. Isn't this worrisome? #StayNegativeByTakingPrecautions #TakeResponsibility",0,9,2020-05-07 23:15:15+00:00,,#Covid_19 #StayNegativeByTakingPrecautions #TakeResponsibility
115,1258535889929527296,kurteichenwald,"This woman (with spouse & kids) gave birth, went on maternity leave. Days after leave ended, she died of COVID. Her husband is now infected. Their kids could be orphans soon. But GOPrs like @bethanyshondark dont care about wrecking more families so they can eat out &amp; visit a zoo",240,564,2020-05-07 23:15:13+00:00,,
116,1258535889300361216,SaceAjone,Cool covid break ,0,1,2020-05-07 23:15:13+00:00,,
117,1258535835151953922,7News,Rare inflammatory condition affects some kids with COVID-19 http://whdh.com/news/rare-inflammatory-condition-affects-some-kids-with-covid-19/ #7News,3,2,2020-05-07 23:15:00+00:00,,#7News
118,1258535613281648640,Leohpark1, still waiting for my uncle 2 open he is thinking about covid virus ,0,0,2020-05-07 23:14:07+00:00,,
119,1258535246053511169,InsuranceNot,https://allianceforscience.cornell.edu/blog/2020/04/covid-top-10-current-conspiracy-theories/ #ConspiracyTheory watch out #Sheeple ,0,0,2020-05-07 23:12:39+00:00,,#ConspiracyTheory #Sheeple
120,1258535100444143617,AngeloJohnGage,Looks like America isn't the only one cooking the books. Death to all tyrants. https://youtu.be/bUCWcft6kao #coronavirus,10,18,2020-05-07 23:12:05+00:00,,#coronavirus
121,1258535026183991299,lpchao,Flu vs #COVID mortality | @washingtonpost,3,10,2020-05-07 23:11:47+00:00,,#COVID
122,1258534994214961152,cjwerleman,"Indian Occupation Forces are killing and threatening men, women, and children in Kashmir. AGAIN! It's using the COVID-19 pandemic as cover to move heavy artillery into Kashmiri villages, and it's using locals as human shields to prevent Pakistani military retaliation.",1667,3311,2020-05-07 23:11:39+00:00,,
123,1258534686139154433,SharylAttkisson,Study: Vitamin D may reduce risk of and treat COVID-19 ,235,531,2020-05-07 23:10:26+00:00,,
124,1258534576856592385,ABSCBNNews,First #COVID19 testing facility in Zamboanga now operational,85,194,2020-05-07 23:10:00+00:00,,#COVID19
125,1258534439061270529,ifindkarma,"2 years of #BeBest? “Food insecurity in U.S. households with children under 18 has increased by about 130% from 2018 to today. Using the COVID Impact Survey, 34.5% of households with a child 18 and under were food insecure as of late April 2020.” Source: ",66,121,2020-05-07 23:09:27+00:00,,#BeBest
126,1258534370689691648,AnthonyOfeimu,"183 in Lagos U still don't wear face mask U still enter 100% full public transport U don't have sanitizer The worst of all, u don't believe covid 19 is real... ",1,9,2020-05-07 23:09:11+00:00,,
127,1258534314322489344,terdies,Poem I made last night Title: Covid-19 Morning folks! ,0,13,2020-05-07 23:08:57+00:00,,
